UAL_promoter,Plate,Well,Strand,Type,Distance,Group,Name,Genes
ybjQ,AZ15,D12,1,Operon,-33,1,ybjQ-amiD,"ybjQ,amiD"
yciA,AZ15,D11,-1,gene,-77,1,yciA,yciA
yciA,AZ15,D11,-1,Operon,-76,1,yciA,yciA
b1240,AZ15,D10,-1,gene,-216,2,insZ,insZ
b1240,AZ15,D10,-1,Operon,-91,3,ychG_1G_2,"ychG_1,ychG_2"
yidX,AZ19,G10,1,gene,-157,1,yidX,yidX
yidX,AZ19,G10,1,Operon,-157,1,yidX,yidX
yieH,AZ19,G11,1,gene,-20,1,yieH,yieH
yieH,AZ19,G11,1,Operon,-20,1,yieH,yieH
fabR,AZ19,G12,1,Operon,-65,1,fabR-yijD,"fabR,yijD"
fabR,AZ19,G12,1,gene,-8,2,fabR,fabR
lacZ,AZ12,H1,-1,gene,-91,1,lacZ,lacZ
lacZ,AZ12,H1,-1,Operon,-90,1,lacZYA,"lacZ,lacY,lacA"
ssb,AZ20,H12,1,gene,-67,1,ssb,ssb
ssb,AZ20,H12,1,Operon,-67,1,ssb,ssb
yeaH,AZ20,H11,1,gene,-66,3,yeaH,yeaH
clpP,AZ20,H10,1,gene,-45,1,clpP,clpP
clpP,AZ20,H10,1,Operon,-45,1,clpPX-lon,"clpP,clpX,lon"
sbmC,AZ12,E12,-1,gene,-79,1,sbmC,sbmC
sbmC,AZ12,E12,-1,Operon,-78,1,sbmC,sbmC
serA,AZ15,C3,-1,gene,-86,1,serA,serA
serA,AZ15,C3,-1,Operon,-85,1,serA,serA
yiiP,AZ15,C1,1,gene,-33,1,fieF,fieF
yiiP,AZ15,C1,1,Operon,-33,1,fieF,fieF
wrbA,AZ07,F10,-1,gene,-99,1,wrbA,wrbA
wrbA,AZ07,F10,-1,Operon,-98,1,wrbA-yccJ,"wrbA,yccJ"
sfmA,AZ07,F11,1,gene,-62,1,sfmA,sfmA
sfmA,AZ07,F11,1,Operon,-62,1,sfmA,sfmA
bioB,AZ07,F12,1,gene,-90,1,bioB,bioB
bioB,AZ07,F12,1,Operon,-90,1,bioBFCD,"bioB,bioF,bioC,bioD"
pspB,AZ07,C11,1,gene,-96,3,pspB,pspB
fdoG,AZ04,B9,-1,gene,-86,1,fdoG,fdoG
fdoG,AZ04,B9,-1,Operon,-85,1,fdoGHI-fdhE,"fdoG,fdoH,fdoI,fdhE"
glpE,AZ04,B8,-1,gene,-78,1,glpE,glpE
glpE,AZ04,B8,-1,Operon,-77,1,glpEGR,"glpE,glpG,glpR"
adhE,AZ04,B3,-1,gene,-71,1,adhE,adhE
adhE,AZ04,B3,-1,Operon,-70,1,adhE,adhE
torR,AZ04,B2,-1,gene,-97,1,torR,torR
torR,AZ04,B2,-1,Operon,-96,1,torR,torR
torS,AZ04,B1,-1,gene,-105,1,torS,torS
torS,AZ04,B1,-1,Operon,-104,1,torS,torS
ygiP,AZ04,B7,-1,gene,-73,1,ttdR,ttdR
ygiP,AZ04,B7,-1,Operon,-72,1,ttdR,ttdR
aegA,AZ04,B6,-1,gene,-75,1,aegA,aegA
aegA,AZ04,B6,-1,Operon,-74,1,aegA,aegA
yfbV,AZ04,B5,-1,gene,-79,1,yfbV,yfbV
yfbV,AZ04,B5,-1,Operon,-78,1,yfbV,yfbV
b2192,AZ04,B4,-1,gene,-184,2,yejO,yejO
b2192,AZ04,B4,-1,gene,-85,1,insH1,insH1
b2192,AZ04,B4,-1,Operon,-84,1,insH-8,insH-8
yliE,AZ15,C9,1,gene,-66,1,yliE,yliE
yliE,AZ15,C9,1,Operon,-66,1,pdeI-dgcI,"pdeI,dgcI"
btuB,AZ10,A6,1,gene,-68,1,btuB,btuB
btuB,AZ10,A6,1,Operon,-68,1,btuB-murI,"btuB,murI"
uspA,AZ04,H11,1,gene,-92,1,uspA,uspA
uspA,AZ04,H11,1,Operon,-92,1,uspA,uspA
yhhF,AZ04,H10,1,gene,-80,1,rsmD,rsmD
yhhF,AZ04,H10,1,Operon,-80,1,rsmD-yhhL,"rsmD,yhhL"
ecfI,AZ04,H12,1,gene,45,1,yidQ,yidQ
ecfI,AZ04,H12,1,Operon,45,1,yidQ,yidQ
dxr,AZ08,C4,1,gene,-81,1,dxr,dxr
dxr,AZ08,C4,1,Operon,-81,1,dxr,dxr
yafT,AZ08,C5,1,gene,-457,1,aspV,aspV
yafT,AZ08,C5,1,Operon,-457,1,aspV,aspV
yafT,AZ08,C5,1,gene,-53,2,yafT,yafT
yafT,AZ08,C5,1,Operon,-53,2,yafT,yafT
yafJ,AZ08,C6,1,gene,-80,1,yafJ,yafJ
yafJ,AZ08,C6,1,Operon,-80,1,yafJ,yafJ
b0257,AZ08,C7,1,gene,666,2,eyeA,eyeA
b0257,AZ08,C7,1,Operon,933,1,ykfC,ykfC
ileV,AZ08,C2,1,gene,-36,3,ileT,ileT
serA,AZ08,C3,-1,gene,-86,1,serA,serA
serA,AZ08,C3,-1,Operon,-85,1,serA,serA
yagG,AZ08,C8,1,gene,-50,1,yagG,yagG
yagG,AZ08,C8,1,Operon,-50,1,yagGH,"yagG,yagH"
ygeX,AZ08,C9,1,gene,-70,1,ygeX,ygeX
ygeX,AZ08,C9,1,Operon,-70,1,ygeX,ygeX
secM,AZ01,A5,1,gene,-3,1,secM,secM
secM,AZ01,A5,1,Operon,-3,1,secMA-mutT,"secM,secA,mutT"
ilvI,AZ01,A4,1,gene,62,1,ilvI,ilvI
ilvI,AZ01,A4,1,Operon,62,1,ilvIH,"ilvI,ilvH"
yacL,AZ01,A6,1,gene,21,1,yacL,yacL
yacL,AZ01,A6,1,Operon,21,1,yacL,yacL
rihC,AZ01,A1,1,gene,-82,1,rihC,rihC
rihC,AZ01,A1,1,Operon,-82,1,rihC,rihC
yohJ,AZ09,H11,1,gene,-51,1,yohJ,yohJ
yohJ,AZ09,H11,1,Operon,-51,1,yohJK,"yohJ,yohK"
cysS,AZ09,H12,1,gene,-79,1,cysS,cysS
cysS,AZ09,H12,1,Operon,-79,1,cysS,cysS
yabP,AZ01,A2,1,gene,-93,1,yabP,yabP
yabP,AZ01,A2,1,Operon,-93,1,yabPQ,"yabP,yabQ"
serC,AZ01,A9,1,gene,-43,1,serC,serC
serC,AZ01,A9,1,Operon,-43,1,serC-aroA,"serC,aroA"
aroL,AZ01,A8,1,gene,-83,1,aroL,aroL
aroL,AZ01,A8,1,Operon,-83,1,aroL-yaiA-aroM,"aroL,yaiA,aroM"
aceB,AZ13,E3,1,gene,177,1,aceB,aceB
aceB,AZ13,E3,1,Operon,177,1,aceBAK,"aceB,aceA,aceK"
yqaE,AZ19,D3,-1,gene,-69,1,yqaE,yqaE
yqaE,AZ19,D3,-1,Operon,-68,1,yqaE-kbp,"yqaE,kbp"
b2641,AZ19,D2,-1,Operon,-362,1,ypjM_1M_2,"ypjM_1,ypjM_2"
yfjG,AZ19,D1,-1,gene,-80,1,ratA,ratA
yfjG,AZ19,D1,-1,Operon,-79,1,ratAB,"ratA,ratB"
yqeK,AZ19,D7,-1,gene,-77,1,yqeK,yqeK
yqeK,AZ19,D7,-1,Operon,-76,1,yqeK,yqeK
ygdI,AZ19,D6,-1,gene,-94,1,ygdI,ygdI
ygdI,AZ19,D6,-1,Operon,-93,1,ygdI,ygdI
ygcF,AZ19,D5,-1,gene,-94,1,queE,queE
ygcF,AZ19,D5,-1,Operon,-93,1,queE,queE
ygcW,AZ19,D4,-1,gene,6,1,ygcW,ygcW
ygcW,AZ19,D4,-1,Operon,7,1,ygcW,ygcW
yphH,AZ19,D9,1,gene,-38,1,yphH,yphH
yphH,AZ19,D9,1,Operon,-38,1,yphH,yphH
sseA,AZ19,D8,1,gene,77,1,sseA,sseA
sseA,AZ19,D8,1,Operon,77,1,sseA,sseA
yeeV,AZ17,B7,1,gene,-55,1,cbtA,cbtA
yeeR,AZ17,B6,1,gene,-93,1,yeeR,yeeR
yeeR,AZ17,B6,1,Operon,-93,1,yeeRST-cbeA-cbtA-yeeW,"yeeR,yeeS,yeeT,cbeA,cbtA,yeeW"
frlA,AZ17,B5,1,gene,-36,1,frlA,frlA
frlA,AZ17,B5,1,Operon,-36,1,frlABCDR,"frlA,frlB,frlC,frlD,frlR"
ygjI,AZ17,B4,1,gene,-68,1,ygjI,ygjI
ygjI,AZ17,B4,1,Operon,-68,1,ygjI,ygjI
manY,AZ17,B3,1,gene,-98,3,manY,manY
yeaE,AZ17,B2,-1,gene,-90,1,yeaE,yeaE
yeaE,AZ17,B2,-1,Operon,-89,1,yeaE,yeaE
ydiV,AZ17,B1,-1,gene,-88,1,ydiV,ydiV
ydiV,AZ17,B1,-1,Operon,-87,1,ydiV,ydiV
yaiX,AZ13,E10,-1,Operon,132,2,yaiXO,"yaiX,yaiO"
yaiX,AZ13,E10,-1,gene,348,3,yaiO,yaiO
pmrD,AZ13,E11,-1,gene,-40,1,pmrD,pmrD
pmrD,AZ13,E11,-1,Operon,-39,1,pmrD,pmrD
hscB,AZ13,E12,-1,gene,-76,1,hscB,hscB
hscB,AZ13,E12,-1,Operon,-75,1,hscBA-fdx-iscX,"hscB,hscA,fdx,iscX"
yfaD,AZ17,B9,1,gene,-87,1,yfaD,yfaD
yfaD,AZ17,B9,1,Operon,-87,1,yfaD-ypaA,"yfaD,ypaA"
yegP,AZ17,B8,1,gene,-20,1,yegP,yegP
yegP,AZ17,B8,1,Operon,-20,1,yegP,yegP
yggE,AZ06,E2,-1,gene,-74,1,yggE,yggE
yggE,AZ06,E2,-1,Operon,-73,1,yggE,yggE
mscS,AZ06,E3,-1,gene,-100,1,mscS,mscS
mscS,AZ06,E3,-1,Operon,-99,1,mscS,mscS
yggM,AZ06,E4,-1,gene,-85,1,yggM,yggM
yggM,AZ06,E4,-1,Operon,-84,1,yggM,yggM
ydjN,AZ06,E5,1,gene,-75,1,ydjN,ydjN
ydjN,AZ06,E5,1,Operon,-75,1,tcyP,tcyP
asr,AZ06,E6,1,gene,-40,1,asr,asr
asr,AZ06,E6,1,Operon,-40,1,asr,asr
ydgI,AZ06,E7,1,gene,-28,1,ydgI,ydgI
ydgI,AZ06,E7,1,Operon,-28,1,ydgI-folM,"ydgI,folM"
ydiM,AZ06,E8,1,gene,-36,1,ydiM,ydiM
ydiM,AZ06,E8,1,Operon,-36,1,ydiM,ydiM
ydiF,AZ06,E9,1,gene,-44,1,ydiF,ydiF
ydiF,AZ06,E9,1,Operon,-44,1,ydiFO,"ydiF,ydiO"
wrbA,AZ14,F10,-1,gene,-99,1,wrbA,wrbA
wrbA,AZ14,F10,-1,Operon,-98,1,wrbA-yccJ,"wrbA,yccJ"
ybeQ,AZ14,F11,-1,gene,-69,1,ybeQ,ybeQ
ybeQ,AZ14,F11,-1,Operon,-68,1,ybeQ,ybeQ
ybeT,AZ14,F12,-1,gene,-79,1,ybeT,ybeT
ybeT,AZ14,F12,-1,Operon,-78,1,ybeT,ybeT
ykiA,AZ11,G10,1,gene,-135,1,ykiA,ykiA
ykiA,AZ11,G10,1,Operon,-135,1,ykiA,ykiA
ykfJ,AZ11,G11,1,Operon,-46,3,ykfJ-prfH,"ykfJ,prfH"
ykfJ,AZ11,G11,1,gene,-34,4,ykfJ,ykfJ
yahM,AZ11,G12,1,gene,-20,1,yahM,yahM
yahM,AZ11,G12,1,Operon,-20,1,yahM,yahM
yraR,AZ08,E10,-1,gene,-29,1,yraR,yraR
yraR,AZ08,E10,-1,Operon,-28,1,yraR,yraR
yhbP,AZ08,E11,-1,gene,-69,1,yhbP,yhbP
yhbP,AZ08,E11,-1,Operon,-68,1,yhbP,yhbP
yhbT,AZ08,E12,-1,gene,-87,1,yhbT,yhbT
yhbT,AZ08,E12,-1,Operon,-86,1,yhbTS,"yhbT,yhbS"
ynfB,AZ04,H3,1,gene,-46,1,ynfB,ynfB
ynfB,AZ04,H3,1,Operon,-46,1,ynfB-speG,"ynfB,speG"
cspI,AZ17,F12,-1,gene,-71,1,cspI,cspI
cspI,AZ17,F12,-1,Operon,-70,1,cspI,cspI
ydfI,AZ17,F11,-1,gene,-100,1,ydfI,ydfI
ydfI,AZ17,F11,-1,Operon,-99,1,ydfI,ydfI
wrbA,AZ17,F10,-1,gene,-99,1,wrbA,wrbA
wrbA,AZ17,F10,-1,Operon,-98,1,wrbA-yccJ,"wrbA,yccJ"
ygfU,AZ16,H2,1,gene,-20,1,uacT,uacT
ygfU,AZ16,H2,1,Operon,-20,1,uacT,uacT
pitA,AZ16,H3,1,gene,-39,1,pitA,pitA
pitA,AZ16,H3,1,Operon,-39,1,pitA,pitA
rluC,AZ10,C7,1,gene,-70,1,rluC,rluC
rluC,AZ10,C7,1,Operon,-70,1,rluC,rluC
lacZ,AZ16,H1,-1,gene,-91,1,lacZ,lacZ
lacZ,AZ16,H1,-1,Operon,-90,1,lacZYA,"lacZ,lacY,lacA"
yeaL,AZ10,F9,1,gene,159,1,yeaL,yeaL
yeaL,AZ10,F9,1,Operon,159,1,yeaL,yeaL
codB,AZ16,H7,1,gene,-34,1,codB,codB
codB,AZ16,H7,1,Operon,-34,1,codBA,"codB,codA"
xylF,AZ16,H4,1,gene,-43,1,xylF,xylF
xylF,AZ16,H4,1,Operon,-43,1,xylFGHR,"xylF,xylG,xylH,xylR"
corA,AZ16,H5,1,gene,-19,1,corA,corA
corA,AZ16,H5,1,Operon,-19,1,corA,corA
mscL,AZ16,H8,1,gene,-61,1,mscL,mscL
mscL,AZ16,H8,1,Operon,-61,1,mscL,mscL
gntT,AZ16,H9,1,gene,-94,1,gntT,gntT
gntT,AZ16,H9,1,Operon,-94,1,gntT,gntT
hupA,AZ10,C9,1,gene,-62,1,hupA,hupA
hupA,AZ10,C9,1,Operon,-62,1,hupA,hupA
cca,AZ10,C8,1,gene,-83,2,cca,cca
ygfF,AZ06,D12,-1,gene,-73,1,ygfF,ygfF
ygfF,AZ06,D12,-1,Operon,-72,1,ygfF,ygfF
yqfA,AZ06,D11,-1,gene,-69,1,yqfA,yqfA
yqfA,AZ06,D11,-1,Operon,-68,1,yqfA,yqfA
ygdL,AZ06,D10,-1,gene,-76,1,tcdA,tcdA
ygdL,AZ06,D10,-1,Operon,-75,1,tcdA,tcdA
ycbC,AZ05,E11,-1,gene,-101,1,elyC,elyC
ycbC,AZ05,E11,-1,Operon,-100,1,elyC,elyC
aes,AZ05,E10,-1,gene,-87,1,aes,aes
aes,AZ05,E10,-1,Operon,-86,1,aes,aes
soxR,AZ13,C2,1,gene,-91,1,soxR,soxR
soxR,AZ13,C2,1,Operon,-91,1,soxR,soxR
serA,AZ13,C3,-1,gene,-86,1,serA,serA
serA,AZ13,C3,-1,Operon,-85,1,serA,serA
secE,AZ13,C4,1,gene,-95,1,secE,secE
secE,AZ13,C4,1,Operon,-95,1,secE-nusG,"secE,nusG"
ybhM,AZ13,C5,1,gene,-56,1,ybhM,ybhM
ybhM,AZ13,C5,1,Operon,-56,1,ybhM,ybhM
ybjO,AZ13,C6,1,gene,-64,1,ybjO,ybjO
ybjO,AZ13,C6,1,Operon,-64,1,ybjO-rlmC,"ybjO,rlmC"
ycaL,AZ13,C7,1,gene,-44,1,ycaL,ycaL
ycaL,AZ13,C7,1,Operon,-44,1,ycaL,ycaL
ycaI,AZ13,C8,1,gene,48,1,ycaI,ycaI
ycaI,AZ13,C8,1,Operon,48,1,ycaI-msbA-lpxK-ycaQ,"ycaI,msbA,lpxK,ycaQ"
nohB,AZ09,G6,1,gene,-42,1,nohD,nohD
nohB,AZ09,G6,1,Operon,-42,1,nohB,nohB
dfp,AZ09,G5,1,gene,19,1,dfp,dfp
dfp,AZ09,G5,1,Operon,19,1,dfp,dfp
argP,AZ09,G4,1,gene,-52,1,argP,argP
argP,AZ09,G4,1,Operon,-52,1,argP,argP
fldB,AZ09,G3,1,gene,-52,1,fldB,fldB
fldB,AZ09,G3,1,Operon,-52,1,fldB,fldB
hrpA,AZ09,G2,1,gene,-159,1,hrpA,hrpA
hrpA,AZ09,G2,1,Operon,-159,1,hrpA,hrpA
lpxP,AZ09,G1,1,gene,-28,1,lpxP,lpxP
lpxP,AZ09,G1,1,Operon,-28,1,lpxP,lpxP
ygiU,AZ09,G9,-1,gene,-75,1,mqsR,mqsR
ygiU,AZ09,G9,-1,Operon,-74,1,mqsRA,"mqsR,mqsA"
hisS,AZ10,B10,-1,gene,-86,1,hisS,hisS
hisS,AZ10,B10,-1,Operon,-85,1,hisS,hisS
alaS,AZ10,B11,-1,gene,-98,1,alaS,alaS
alaS,AZ10,B11,-1,Operon,-97,1,alaS,alaS
selA,AZ10,B12,-1,gene,-82,1,selA,selA
selA,AZ10,B12,-1,Operon,-81,1,selAB,"selA,selB"
thrU,AZ09,G8,1,gene,-86,1,thrU,thrU
thrU,AZ09,G8,1,Operon,-86,1,thrU-tyrU-glyT-thrT-tufB,"thrU,tyrU,glyT,thrT,tufB"
thrU,AZ09,G8,1,gene,-2,3,tyrU,tyrU
yecF,AZ20,G10,1,gene,-78,1,yecF,yecF
yecF,AZ20,G10,1,Operon,-78,1,yecF,yecF
umuD,AZ20,G11,1,Operon,-235,3,C0299,C0299
umuD,AZ20,G11,1,gene,-97,1,umuD,umuD
umuD,AZ20,G11,1,Operon,-97,1,umuDC,"umuD,umuC"
trpL,AZ20,G12,-1,gene,-96,1,trpL,trpL
trpL,AZ20,G12,-1,Operon,-95,1,trpLEDCBA,"trpL,trpE,trpD,trpC,trpB,trpA"
yebB,AZ20,A9,1,gene,56,1,yebB,yebB
yebB,AZ20,A9,1,Operon,56,1,yebB,yebB
ghrA,AZ08,A7,1,gene,-59,1,ghrA,ghrA
ghrA,AZ08,A7,1,Operon,-59,1,ghrA,ghrA
yhcG,AZ03,C11,1,gene,-100,1,yhcG,yhcG
yhcG,AZ03,C11,1,Operon,-100,1,yhcG,yhcG
sohA,AZ03,C12,1,gene,-81,1,prlF,prlF
sohA,AZ03,C12,1,Operon,-81,1,prlF-yhaV,"prlF,yhaV"
ruvA,AZ20,D7,-1,gene,-81,1,ruvA,ruvA
ruvA,AZ20,D7,-1,Operon,-80,1,ruvAB,"ruvA,ruvB"
ndk,AZ20,D6,-1,gene,-83,1,ndk,ndk
ndk,AZ20,D6,-1,Operon,-82,1,ndk,ndk
ompC,AZ20,D5,-1,gene,-72,1,ompC,ompC
ompC,AZ20,D5,-1,Operon,-71,1,ompC,ompC
tar,AZ20,D4,-1,gene,-82,1,tar,tar
tar,AZ20,D4,-1,Operon,-81,1,tar-tap-cheRBYZ,"tar,tap,cheR,cheB,cheY,cheZ"
rhaD,AZ20,D3,-1,gene,-81,2,rhaD,rhaD
ycfJ,AZ14,E11,1,gene,-92,1,ycfJ,ycfJ
ycfJ,AZ14,E11,1,Operon,-92,1,ycfJ,ycfJ
oxyR,AZ20,D1,1,gene,-40,1,oxyR,oxyR
oxyR,AZ20,D1,1,Operon,-40,1,oxyR,oxyR
ydgL,AZ12,G10,1,gene,-96,2,rsxA,rsxA
dsdX,AZ20,D9,1,gene,-96,1,dsdX,dsdX
dsdX,AZ20,D9,1,Operon,-96,1,dsdXA,"dsdX,dsdA"
rpoD,AZ20,D8,1,gene,-100,3,rpoD,rpoD
rhsE,AZ08,A4,1,Operon,-66,3,rhsE-ydcD,"rhsE,ydcD"
rhsE,AZ08,A4,1,gene,-54,4,rhsE,rhsE
folC,AZ07,A11,-1,gene,-99,1,folC,folC
folC,AZ07,A11,-1,Operon,-98,1,folC-dedD,"folC,dedD"
menF,AZ07,A10,-1,gene,-321,1,menF,menF
menF,AZ07,A10,-1,Operon,-320,1,menFDHBCE,"menF,menD,menH,menB,menC,menE"
fliF,AZ20,A6,1,gene,-69,1,fliF,fliF
fliF,AZ20,A6,1,Operon,-69,1,fliFGHIJK,"fliF,fliG,fliH,fliI,fliJ,fliK"
phoR,AZ20,A7,1,gene,-39,2,phoR,phoR
yhbU,AZ08,A2,1,gene,-43,1,yhbU,yhbU
yhbU,AZ08,A2,1,Operon,-43,1,yhbUV,"yhbU,yhbV"
folA,AZ07,E11,1,gene,-94,1,folA,folA
folA,AZ07,E11,1,Operon,-94,1,folA,folA
fpr,AZ04,C8,-1,gene,-78,1,fpr,fpr
fpr,AZ04,C8,-1,Operon,-77,1,fpr,fpr
yhiD,AZ04,C9,-1,gene,-71,2,yhiD,yhiD
ugd,AZ04,C1,-1,gene,-75,1,ugd,ugd
ugd,AZ04,C1,-1,Operon,-74,1,ugd,ugd
rfbA,AZ04,C2,-1,gene,-72,2,rfbA,rfbA
serA,AZ04,C3,-1,gene,-86,1,serA,serA
serA,AZ04,C3,-1,Operon,-85,1,serA,serA
rfbB,AZ04,C4,-1,gene,-292,1,rfbB,rfbB
rfbB,AZ04,C4,-1,Operon,-291,1,rfbBDACX,"rfbB,rfbD,rfbA,rfbC,rfbX"
gcvT,AZ04,C5,-1,gene,-76,1,gcvT,gcvT
gcvT,AZ04,C5,-1,Operon,-75,1,gcvTHP,"gcvT,gcvH,gcvP"
kbl,AZ04,C6,-1,gene,-100,1,kbl,kbl
kbl,AZ04,C6,-1,Operon,-99,1,kbl-tdh,"kbl,tdh"
glmU,AZ04,C7,-1,gene,-100,1,glmU,glmU
glmU,AZ04,C7,-1,Operon,-99,1,glmUS,"glmU,glmS"
yjhU,AZ03,H8,-1,gene,-263,1,yjhU,yjhU
yjhU,AZ03,H8,-1,Operon,-262,1,yjhU,yjhU
mltD,AZ03,H9,-1,gene,-97,1,mltD,mltD
mltD,AZ03,H9,-1,Operon,-96,1,mltD,mltD
ytfF,AZ03,H4,-1,gene,-85,1,ytfF,ytfF
ytfF,AZ03,H4,-1,Operon,-84,1,ytfF,ytfF
ytfL,AZ03,H5,-1,gene,-93,1,ytfL,ytfL
ytfL,AZ03,H5,-1,Operon,-92,1,ytfL,ytfL
yjgH,AZ03,H6,-1,gene,-80,1,yjgH,yjgH
yjgH,AZ03,H6,-1,Operon,-79,1,yjgH,yjgH
yjgR,AZ03,H7,-1,gene,-89,1,yjgR,yjgR
yjgR,AZ03,H7,-1,Operon,-88,1,yjgR,yjgR
lacZ,AZ03,H1,-1,gene,-91,1,lacZ,lacZ
lacZ,AZ03,H1,-1,Operon,-90,1,lacZYA,"lacZ,lacY,lacA"
yjfQ,AZ03,H2,-1,gene,-91,1,ulaR,ulaR
yjfQ,AZ03,H2,-1,Operon,-90,1,ulaR,ulaR
ytfE,AZ03,H3,-1,gene,-97,1,ytfE,ytfE
ytfE,AZ03,H3,-1,Operon,-96,1,ytfE,ytfE
parC,AZ09,G12,-1,gene,-93,1,parC,parC
parC,AZ09,G12,-1,Operon,-92,1,parC,parC
ligA,AZ09,G11,-1,gene,-82,1,ligA,ligA
ligA,AZ09,G11,-1,Operon,-81,1,ligA-ypeB,"ligA,ypeB"
pyrC,AZ09,G10,-1,gene,-68,1,pyrC,pyrC
pyrC,AZ09,G10,-1,Operon,-67,1,pyrC,pyrC
lacY,AZ15,H10,-1,gene,-83,2,lacY,lacY
sulA,AZ13,B12,-1,gene,-94,1,sulA,sulA
sulA,AZ13,B12,-1,Operon,-93,1,sulA,sulA
rob,AZ13,B11,-1,gene,-93,1,rob,rob
rob,AZ13,B11,-1,Operon,-92,1,rob,rob
yneK,AZ13,B10,1,gene,-25,1,yneK,yneK
yneK,AZ13,B10,1,Operon,-25,1,yneK,yneK
ybgE,AZ12,H10,1,gene,-194,1,cydX,cydX
ybgE,AZ12,H10,1,Operon,-194,1,cydX-ybgE,"cydX,ybgE"
ybgE,AZ12,H10,1,gene,-81,3,ybgE,ybgE
ybgC,AZ12,H11,1,gene,-77,1,ybgC,ybgC
ybgC,AZ12,H11,1,Operon,-77,1,ybgC-tolQRA,"ybgC,tolQ,tolR,tolA"
hyaA,AZ08,A6,1,gene,-90,1,hyaA,hyaA
hyaA,AZ08,A6,1,Operon,-90,1,hyaABCDEF,"hyaA,hyaB,hyaC,hyaD,hyaE,hyaF"
yddA,AZ14,C9,-1,gene,-72,1,yddA,yddA
yddA,AZ14,C9,-1,Operon,-71,1,yddAB,"yddA,yddB"
cydD,AZ14,C8,-1,gene,-93,1,cydD,cydD
cydD,AZ14,C8,-1,Operon,-92,1,cydDC,"cydD,cydC"
ygaV,AZ19,E2,1,gene,-60,1,ygaV,ygaV
ygaV,AZ19,E2,1,Operon,-60,1,ygaVP,"ygaV,ygaP"
yqcE,AZ19,E3,1,gene,-40,1,yqcE,yqcE
yqcE,AZ19,E3,1,Operon,-40,1,yqcE-ygcE,"yqcE,ygcE"
csdA,AZ19,E4,1,gene,-98,1,csdA,csdA
csdA,AZ19,E4,1,Operon,-98,1,csdAE,"csdA,csdE"
ygeF,AZ19,E5,1,gene,-42,1,ygeF,ygeF
ygeF,AZ19,E5,1,Operon,-42,1,ygeF,ygeF
yjiM,AZ19,E6,-1,gene,-68,1,yjiM,yjiM
yjiM,AZ19,E6,-1,Operon,-67,1,yjiML,"yjiM,yjiL"
yjiA,AZ19,E7,-1,gene,-197,2,yjiA,yjiA
slt,AZ14,C1,1,gene,-37,1,slt,slt
slt,AZ14,C1,1,Operon,-37,1,slt,slt
yjiJ,AZ19,E9,-1,gene,-97,1,yjiJ,yjiJ
yjiJ,AZ19,E9,-1,Operon,-96,1,yjiJ,yjiJ
serA,AZ14,C3,-1,gene,-86,1,serA,serA
serA,AZ14,C3,-1,Operon,-85,1,serA,serA
yadG,AZ14,C2,1,gene,-51,1,yadG,yadG
yadG,AZ14,C2,1,Operon,-51,1,yadGH,"yadG,yadH"
ybeZ,AZ14,C5,-1,gene,-29,1,ybeZ,ybeZ
ybeZ,AZ14,C5,-1,Operon,-28,1,ybeZYX-lnt,"ybeZ,ybeY,ybeX,lnt"
gltJ,AZ14,C4,-1,gene,-82,3,gltJ,gltJ
artP,AZ14,C7,-1,gene,-76,1,artP,artP
artP,AZ14,C7,-1,Operon,-75,1,artPIQM,"artP,artI,artQ,artM"
modF,AZ14,C6,-1,gene,-95,3,modF,modF
priC,AZ11,H12,-1,gene,-89,1,priC,priC
priC,AZ11,H12,-1,Operon,-88,1,priC-ybaM,"priC,ybaM"
yaaW,AZ11,H11,-1,gene,-78,1,yaaW,yaaW
yaaW,AZ11,H11,-1,Operon,-77,1,yaaW,yaaW
yhgE,AZ11,H10,-1,gene,-94,1,yhgE,yhgE
yhgE,AZ11,H10,-1,Operon,-93,1,yhgE,yhgE
yfhL,AZ17,C4,1,gene,-82,1,yfhL,yfhL
yfhL,AZ17,C4,1,Operon,-82,1,yfhL,yfhL
smpA,AZ17,C5,1,gene,-241,1,bamE,bamE
smpA,AZ17,C5,1,Operon,-241,1,bamE,bamE
yfjI,AZ17,C6,1,gene,-86,1,yfjI,yfjI
yfjI,AZ17,C6,1,Operon,-86,1,yfjI,yfjI
yqaD,AZ17,C7,1,gene,519,1,csiD,csiD
yqaD,AZ17,C7,1,Operon,519,1,csiD-lhgO-gabDTP,"csiD,lhgO,gabD,gabT,gabP"
yfgH,AZ17,C1,1,gene,-36,1,yfgH,yfgH
yfgH,AZ17,C1,1,Operon,-36,1,yfgHI,"yfgH,yfgI"
yfhR,AZ17,C2,1,gene,-33,1,yfhR,yfhR
yfhR,AZ17,C2,1,Operon,-33,1,yfhR,yfhR
serA,AZ17,C3,-1,gene,-86,1,serA,serA
serA,AZ17,C3,-1,Operon,-85,1,serA,serA
mdtK,AZ15,H4,1,gene,-68,1,mdtK,mdtK
mdtK,AZ15,H4,1,Operon,-68,1,mdtK,mdtK
csiD,AZ17,C8,1,gene,22,1,csiD,csiD
csiD,AZ17,C8,1,Operon,22,1,csiD-lhgO-gabDTP,"csiD,lhgO,gabD,gabT,gabP"
yncB,AZ17,C9,1,gene,58,1,curA,curA
yncB,AZ17,C9,1,Operon,58,1,curA,curA
yfhB,AZ14,G11,-1,gene,-137,1,pgpC,pgpC
