UAL_promoter,Plate,Well,Strand,Type,Distance,Name,Genes,FeatureNo,Remove
tolA,AZ09,H7,1,gene,-87,tolA,tolA,1,
yfiE,AZ13,B5,-1,gene,-24,yfiE,yfiE,1,
yfiE,AZ13,B5,-1,Operon,-24,yfiE,yfiE,1,
yebG,AZ13,B4,-1,gene,-76,yebG,yebG,1,
yebG,AZ13,B4,-1,Operon,-76,yebG,yebG,1,
yhjY,AZ09,H8,-1,gene,-93,yhjY,yhjY,1,
yhjY,AZ09,H8,-1,Operon,-93,yhjY,yhjY,1,
priA,AZ09,H9,-1,gene,-77,priA,priA,1,
priA,AZ09,H9,-1,Operon,-77,priA,priA,1,
der,AZ06,C11,-1,gene,-47,der,der,1,
yfgA,AZ06,C12,-1,gene,-76,rodZ,rodZ,1,
yfgA,AZ06,C12,-1,Operon,-76,rodZ,rodZ,1,
yhbO,AZ07,H12,1,gene,6,yhbO,yhbO,1,
yhbO,AZ07,H12,1,Operon,7,yhbO,yhbO,1,
yhcB,AZ07,H10,1,gene,-41,yhcB,yhcB,1,
yhcB,AZ07,H10,1,Operon,-40,yhcB,yhcB,1,
yraM,AZ07,H11,1,gene,-36,lpoA,lpoA,1,
yraM,AZ07,H11,1,Operon,-35,lpoA,lpoA,1,
yejK,AZ10,E12,-1,gene,-88,yejK,yejK,1,
yejK,AZ10,E12,-1,Operon,-88,yejK,yejK,1,
mrp,AZ10,E11,-1,gene,-41,mrp,mrp,1,
mrp,AZ10,E11,-1,Operon,-41,mrp,mrp,1,
yecM,AZ10,E10,-1,gene,-92,yecM,yecM,1,
yecM,AZ10,E10,-1,Operon,-92,yecM-cutC,"yecM,cutC",1,
ybgA,AZ12,H8,1,gene,-92,ybgA,ybgA,1,
ybgA,AZ12,H8,1,Operon,-91,ybgA-phr,"ybgA,phr",1,
b0725,AZ12,H9,1,gene,184,sucA,sucA,1,
aidB,AZ12,H6,1,gene,-25,aidB,aidB,1,
aidB,AZ12,H6,1,Operon,-24,aidB,aidB,1,
ybjQ,AZ15,D12,1,gene,-33,ybjQ,ybjQ,1,
ybjQ,AZ15,D12,1,Operon,-32,ybjQ-amiD,"ybjQ,amiD",1,
yciA,AZ15,D11,-1,gene,-77,yciA,yciA,1,
yciA,AZ15,D11,-1,Operon,-77,yciA,yciA,1,
b1240,AZ15,D10,-1,gene,-216,insZ,insZ,1,
b1240,AZ15,D10,-1,Operon,-92,ychG_1G_2,"ychG_1,ychG_2",1,
yidX,AZ19,G10,1,gene,-157,yidX,yidX,1,
yidX,AZ19,G10,1,Operon,-156,yidX,yidX,1,
yieH,AZ19,G11,1,gene,-20,yieH,yieH,1,
yieH,AZ19,G11,1,Operon,-19,yieH,yieH,1,
fabR,AZ19,G12,1,Operon,-64,fabR-yijD,"fabR,yijD",1,
fabR,AZ19,G12,1,gene,-8,fabR,fabR,1,
lacZ,AZ12,H1,-1,gene,-91,lacZ,lacZ,1,
lacZ,AZ12,H1,-1,Operon,-91,lacZYA,"lacZ,lacY,lacA",1,
ssb,AZ20,H12,1,gene,-67,ssb,ssb,1,
ssb,AZ20,H12,1,Operon,-66,ssb,ssb,1,
yeaH,AZ20,H11,1,gene,-66,yeaH,yeaH,1,
clpP,AZ20,H10,1,gene,-45,clpP,clpP,1,
clpP,AZ20,H10,1,Operon,-44,clpPX-lon,"clpP,clpX,lon",1,
sbmC,AZ12,E12,-1,gene,-79,sbmC,sbmC,1,
sbmC,AZ12,E12,-1,Operon,-79,sbmC,sbmC,1,
serA,AZ15,C3,-1,gene,-86,serA,serA,1,
serA,AZ15,C3,-1,Operon,-86,serA,serA,1,
yiiP,AZ15,C1,1,gene,-33,fieF,fieF,1,
yiiP,AZ15,C1,1,Operon,-32,fieF,fieF,1,
wrbA,AZ07,F10,-1,gene,-99,wrbA,wrbA,1,
wrbA,AZ07,F10,-1,Operon,-99,wrbA-yccJ,"wrbA,yccJ",1,
sfmA,AZ07,F11,1,gene,-62,sfmA,sfmA,1,
sfmA,AZ07,F11,1,Operon,-61,sfmA,sfmA,1,
bioB,AZ07,F12,1,gene,-90,bioB,bioB,1,
bioB,AZ07,F12,1,Operon,-89,bioBFCD,"bioB,bioF,bioC,bioD",1,
pspB,AZ07,C11,1,gene,-96,pspB,pspB,1,
fdoG,AZ04,B9,-1,gene,-86,fdoG,fdoG,1,
fdoG,AZ04,B9,-1,Operon,-86,fdoGHI-fdhE,"fdoG,fdoH,fdoI,fdhE",1,
glpE,AZ04,B8,-1,gene,-78,glpE,glpE,1,
glpE,AZ04,B8,-1,Operon,-78,glpEGR,"glpE,glpG,glpR",1,
adhE,AZ04,B3,-1,gene,-71,adhE,adhE,1,
adhE,AZ04,B3,-1,Operon,-71,adhE,adhE,1,
torR,AZ04,B2,-1,gene,-97,torR,torR,1,
torR,AZ04,B2,-1,Operon,-97,torR,torR,1,
torS,AZ04,B1,-1,gene,-105,torS,torS,1,
torS,AZ04,B1,-1,Operon,-105,torS,torS,1,
ygiP,AZ04,B7,-1,gene,-73,ttdR,ttdR,1,
ygiP,AZ04,B7,-1,Operon,-73,ttdR,ttdR,1,
aegA,AZ04,B6,-1,gene,-75,aegA,aegA,1,
aegA,AZ04,B6,-1,Operon,-75,aegA,aegA,1,
yfbV,AZ04,B5,-1,gene,-79,yfbV,yfbV,1,
yfbV,AZ04,B5,-1,Operon,-79,yfbV,yfbV,1,
b2192,AZ04,B4,-1,gene,-184,yejO,yejO,1,TRUE
b2192,AZ04,B4,-1,gene,-85,insH1,insH1,2,
b2192,AZ04,B4,-1,Operon,-85,insH-8,insH-8,1,
yliE,AZ15,C9,1,gene,-66,yliE,yliE,1,
yliE,AZ15,C9,1,Operon,-65,pdeI-dgcI,"pdeI,dgcI",1,
btuB,AZ10,A6,1,gene,-68,btuB,btuB,1,
btuB,AZ10,A6,1,Operon,-67,btuB-murI,"btuB,murI",1,
uspA,AZ04,H11,1,gene,-92,uspA,uspA,1,
uspA,AZ04,H11,1,Operon,-91,uspA,uspA,1,
yhhF,AZ04,H10,1,gene,-80,rsmD,rsmD,1,
yhhF,AZ04,H10,1,Operon,-79,rsmD-yhhL,"rsmD,yhhL",1,
ecfI,AZ04,H12,1,gene,45,yidQ,yidQ,1,
ecfI,AZ04,H12,1,Operon,46,yidQ,yidQ,1,
dxr,AZ08,C4,1,gene,-81,dxr,dxr,1,
dxr,AZ08,C4,1,Operon,-80,dxr,dxr,1,
yafT,AZ08,C5,1,gene,-457,aspV,aspV,1,TRUE
yafT,AZ08,C5,1,Operon,-456,aspV,aspV,1,TRUE
yafT,AZ08,C5,1,gene,-53,yafT,yafT,2,
yafT,AZ08,C5,1,Operon,-52,yafT,yafT,2,
yafJ,AZ08,C6,1,gene,-80,yafJ,yafJ,1,
yafJ,AZ08,C6,1,Operon,-79,yafJ,yafJ,1,
b0257,AZ08,C7,1,gene,666,eyeA,eyeA,1,TRUE
b0257,AZ08,C7,1,Operon,934,ykfC,ykfC,1,TRUE
ileV,AZ08,C2,1,gene,-36,ileT,ileT,1,
serA,AZ08,C3,-1,gene,-86,serA,serA,1,
serA,AZ08,C3,-1,Operon,-86,serA,serA,1,
yagG,AZ08,C8,1,gene,-50,yagG,yagG,1,
yagG,AZ08,C8,1,Operon,-49,yagGH,"yagG,yagH",1,
ygeX,AZ08,C9,1,gene,-70,ygeX,ygeX,1,
ygeX,AZ08,C9,1,Operon,-69,ygeX,ygeX,1,
secM,AZ01,A5,1,gene,-3,secM,secM,1,
secM,AZ01,A5,1,Operon,-2,secMA-mutT,"secM,secA,mutT",1,
ilvI,AZ01,A4,1,gene,62,ilvI,ilvI,1,
ilvI,AZ01,A4,1,Operon,63,ilvIH,"ilvI,ilvH",1,
yacL,AZ01,A6,1,gene,21,yacL,yacL,1,
yacL,AZ01,A6,1,Operon,22,yacL,yacL,1,
rihC,AZ01,A1,1,gene,-82,rihC,rihC,1,
rihC,AZ01,A1,1,Operon,-81,rihC,rihC,1,
yohJ,AZ09,H11,1,gene,-51,yohJ,yohJ,1,
yohJ,AZ09,H11,1,Operon,-50,yohJK,"yohJ,yohK",1,
cysS,AZ09,H12,1,gene,-79,cysS,cysS,1,
cysS,AZ09,H12,1,Operon,-78,cysS,cysS,1,
yabP,AZ01,A2,1,gene,-93,yabP,yabP,1,
yabP,AZ01,A2,1,Operon,-92,yabPQ,"yabP,yabQ",1,
serC,AZ01,A9,1,gene,-43,serC,serC,1,
serC,AZ01,A9,1,Operon,-42,serC-aroA,"serC,aroA",1,
aroL,AZ01,A8,1,gene,-83,aroL,aroL,1,
aroL,AZ01,A8,1,Operon,-82,aroL-yaiA-aroM,"aroL,yaiA,aroM",1,
aceB,AZ13,E3,1,gene,177,aceB,aceB,1,
aceB,AZ13,E3,1,Operon,178,aceBAK,"aceB,aceA,aceK",1,
yqaE,AZ19,D3,-1,gene,-69,yqaE,yqaE,1,
yqaE,AZ19,D3,-1,Operon,-69,yqaE-kbp,"yqaE,kbp",1,
b2641,AZ19,D2,-1,Operon,-363,ypjM_1M_2,"ypjM_1,ypjM_2",1,
yfjG,AZ19,D1,-1,gene,-80,ratA,ratA,1,
yfjG,AZ19,D1,-1,Operon,-80,ratAB,"ratA,ratB",1,
yqeK,AZ19,D7,-1,gene,-77,yqeK,yqeK,1,
yqeK,AZ19,D7,-1,Operon,-77,yqeK,yqeK,1,
ygdI,AZ19,D6,-1,gene,-94,ygdI,ygdI,1,
ygdI,AZ19,D6,-1,Operon,-94,ygdI,ygdI,1,
ygcF,AZ19,D5,-1,gene,-94,queE,queE,1,
ygcF,AZ19,D5,-1,Operon,-94,queE,queE,1,
ygcW,AZ19,D4,-1,gene,6,ygcW,ygcW,1,
ygcW,AZ19,D4,-1,Operon,6,ygcW,ygcW,1,
yphH,AZ19,D9,1,gene,-38,yphH,yphH,1,
yphH,AZ19,D9,1,Operon,-37,yphH,yphH,1,
sseA,AZ19,D8,1,gene,77,sseA,sseA,1,
sseA,AZ19,D8,1,Operon,78,sseA,sseA,1,
yeeV,AZ17,B7,1,gene,-55,cbtA,cbtA,1,
yeeR,AZ17,B6,1,gene,-93,yeeR,yeeR,1,
yeeR,AZ17,B6,1,Operon,-92,yeeRST-cbeA-cbtA-yeeW,"yeeR,yeeS,yeeT,cbeA,cbtA,yeeW",1,
frlA,AZ17,B5,1,gene,-36,frlA,frlA,1,
frlA,AZ17,B5,1,Operon,-35,frlABCDR,"frlA,frlB,frlC,frlD,frlR",1,
ygjI,AZ17,B4,1,gene,-68,ygjI,ygjI,1,
ygjI,AZ17,B4,1,Operon,-67,ygjI,ygjI,1,
manY,AZ17,B3,1,gene,-98,manY,manY,1,
yeaE,AZ17,B2,-1,gene,-90,yeaE,yeaE,1,
yeaE,AZ17,B2,-1,Operon,-90,yeaE,yeaE,1,
ydiV,AZ17,B1,-1,gene,-88,ydiV,ydiV,1,
ydiV,AZ17,B1,-1,Operon,-88,ydiV,ydiV,1,
yaiX,AZ13,E10,-1,Operon,131,yaiXO,"yaiX,yaiO",1,
yaiX,AZ13,E10,-1,gene,348,yaiO,yaiO,1,
pmrD,AZ13,E11,-1,gene,-40,pmrD,pmrD,1,
pmrD,AZ13,E11,-1,Operon,-40,pmrD,pmrD,1,
hscB,AZ13,E12,-1,gene,-76,hscB,hscB,1,
hscB,AZ13,E12,-1,Operon,-76,hscBA-fdx-iscX,"hscB,hscA,fdx,iscX",1,
yfaD,AZ17,B9,1,gene,-87,yfaD,yfaD,1,
yfaD,AZ17,B9,1,Operon,-86,yfaD-ypaA,"yfaD,ypaA",1,
yegP,AZ17,B8,1,gene,-20,yegP,yegP,1,
yegP,AZ17,B8,1,Operon,-19,yegP,yegP,1,
yggE,AZ06,E2,-1,gene,-74,yggE,yggE,1,
yggE,AZ06,E2,-1,Operon,-74,yggE,yggE,1,
mscS,AZ06,E3,-1,gene,-100,mscS,mscS,1,
mscS,AZ06,E3,-1,Operon,-100,mscS,mscS,1,
yggM,AZ06,E4,-1,gene,-85,yggM,yggM,1,
yggM,AZ06,E4,-1,Operon,-85,yggM,yggM,1,
ydjN,AZ06,E5,1,gene,-75,ydjN,ydjN,1,
ydjN,AZ06,E5,1,Operon,-74,tcyP,tcyP,1,
asr,AZ06,E6,1,gene,-40,asr,asr,1,
asr,AZ06,E6,1,Operon,-39,asr,asr,1,
ydgI,AZ06,E7,1,gene,-28,ydgI,ydgI,1,
ydgI,AZ06,E7,1,Operon,-27,ydgI-folM,"ydgI,folM",1,
ydiM,AZ06,E8,1,gene,-36,ydiM,ydiM,1,
ydiM,AZ06,E8,1,Operon,-35,ydiM,ydiM,1,
ydiF,AZ06,E9,1,gene,-44,ydiF,ydiF,1,
ydiF,AZ06,E9,1,Operon,-43,ydiFO,"ydiF,ydiO",1,
wrbA,AZ14,F10,-1,gene,-99,wrbA,wrbA,1,
wrbA,AZ14,F10,-1,Operon,-99,wrbA-yccJ,"wrbA,yccJ",1,
ybeQ,AZ14,F11,-1,gene,-69,ybeQ,ybeQ,1,
ybeQ,AZ14,F11,-1,Operon,-69,ybeQ,ybeQ,1,
ybeT,AZ14,F12,-1,gene,-79,ybeT,ybeT,1,
ybeT,AZ14,F12,-1,Operon,-79,ybeT,ybeT,1,
ykiA,AZ11,G10,1,gene,-135,ykiA,ykiA,1,
ykiA,AZ11,G10,1,Operon,-134,ykiA,ykiA,1,
ykfJ,AZ11,G11,1,Operon,-45,ykfJ-prfH,"ykfJ,prfH",1,
ykfJ,AZ11,G11,1,gene,-34,ykfJ,ykfJ,1,
yahM,AZ11,G12,1,gene,-20,yahM,yahM,1,
yahM,AZ11,G12,1,Operon,-19,yahM,yahM,1,
yraR,AZ08,E10,-1,gene,-29,yraR,yraR,1,
yraR,AZ08,E10,-1,Operon,-29,yraR,yraR,1,
yhbP,AZ08,E11,-1,gene,-69,yhbP,yhbP,1,
yhbP,AZ08,E11,-1,Operon,-69,yhbP,yhbP,1,
yhbT,AZ08,E12,-1,gene,-87,yhbT,yhbT,1,
yhbT,AZ08,E12,-1,Operon,-87,yhbTS,"yhbT,yhbS",1,
ynfB,AZ04,H3,1,gene,-46,ynfB,ynfB,1,
ynfB,AZ04,H3,1,Operon,-45,ynfB-speG,"ynfB,speG",1,
cspI,AZ17,F12,-1,gene,-71,cspI,cspI,1,
cspI,AZ17,F12,-1,Operon,-71,cspI,cspI,1,
ydfI,AZ17,F11,-1,gene,-100,ydfI,ydfI,1,
ydfI,AZ17,F11,-1,Operon,-100,ydfI,ydfI,1,
wrbA,AZ17,F10,-1,gene,-99,wrbA,wrbA,1,
wrbA,AZ17,F10,-1,Operon,-99,wrbA-yccJ,"wrbA,yccJ",1,
ygfU,AZ16,H2,1,gene,-20,uacT,uacT,1,
ygfU,AZ16,H2,1,Operon,-19,uacT,uacT,1,
pitA,AZ16,H3,1,gene,-39,pitA,pitA,1,
pitA,AZ16,H3,1,Operon,-38,pitA,pitA,1,
rluC,AZ10,C7,1,gene,-70,rluC,rluC,1,
rluC,AZ10,C7,1,Operon,-69,rluC,rluC,1,
lacZ,AZ16,H1,-1,gene,-91,lacZ,lacZ,1,
lacZ,AZ16,H1,-1,Operon,-91,lacZYA,"lacZ,lacY,lacA",1,
yeaL,AZ10,F9,1,gene,159,yeaL,yeaL,1,
yeaL,AZ10,F9,1,Operon,160,yeaL,yeaL,1,
codB,AZ16,H7,1,gene,-34,codB,codB,1,
codB,AZ16,H7,1,Operon,-33,codBA,"codB,codA",1,
xylF,AZ16,H4,1,gene,-43,xylF,xylF,1,
xylF,AZ16,H4,1,Operon,-42,xylFGHR,"xylF,xylG,xylH,xylR",1,
corA,AZ16,H5,1,gene,-19,corA,corA,1,
corA,AZ16,H5,1,Operon,-18,corA,corA,1,
mscL,AZ16,H8,1,gene,-61,mscL,mscL,1,
mscL,AZ16,H8,1,Operon,-60,mscL,mscL,1,
gntT,AZ16,H9,1,gene,-94,gntT,gntT,1,
gntT,AZ16,H9,1,Operon,-93,gntT,gntT,1,
hupA,AZ10,C9,1,gene,-62,hupA,hupA,1,
hupA,AZ10,C9,1,Operon,-61,hupA,hupA,1,
cca,AZ10,C8,1,gene,-83,cca,cca,1,
ygfF,AZ06,D12,-1,gene,-73,ygfF,ygfF,1,
ygfF,AZ06,D12,-1,Operon,-73,ygfF,ygfF,1,
yqfA,AZ06,D11,-1,gene,-69,yqfA,yqfA,1,
yqfA,AZ06,D11,-1,Operon,-69,yqfA,yqfA,1,
ygdL,AZ06,D10,-1,gene,-76,tcdA,tcdA,1,
ygdL,AZ06,D10,-1,Operon,-76,tcdA,tcdA,1,
ycbC,AZ05,E11,-1,gene,-101,elyC,elyC,1,
ycbC,AZ05,E11,-1,Operon,-101,elyC,elyC,1,
aes,AZ05,E10,-1,gene,-87,aes,aes,1,
aes,AZ05,E10,-1,Operon,-87,aes,aes,1,
soxR,AZ13,C2,1,gene,-91,soxR,soxR,1,
soxR,AZ13,C2,1,Operon,-90,soxR,soxR,1,
serA,AZ13,C3,-1,gene,-86,serA,serA,1,
serA,AZ13,C3,-1,Operon,-86,serA,serA,1,
secE,AZ13,C4,1,gene,-95,secE,secE,1,
secE,AZ13,C4,1,Operon,-94,secE-nusG,"secE,nusG",1,
ybhM,AZ13,C5,1,gene,-56,ybhM,ybhM,1,
ybhM,AZ13,C5,1,Operon,-55,ybhM,ybhM,1,
ybjO,AZ13,C6,1,gene,-64,ybjO,ybjO,1,
ybjO,AZ13,C6,1,Operon,-63,ybjO-rlmC,"ybjO,rlmC",1,
ycaL,AZ13,C7,1,gene,-44,ycaL,ycaL,1,
ycaL,AZ13,C7,1,Operon,-43,ycaL,ycaL,1,
ycaI,AZ13,C8,1,gene,48,ycaI,ycaI,1,
ycaI,AZ13,C8,1,Operon,49,ycaI-msbA-lpxK-ycaQ,"ycaI,msbA,lpxK,ycaQ",1,
nohB,AZ09,G6,1,gene,-42,nohD,nohD,1,
nohB,AZ09,G6,1,Operon,-41,nohB,nohB,1,
dfp,AZ09,G5,1,gene,19,dfp,dfp,1,
dfp,AZ09,G5,1,Operon,20,dfp,dfp,1,
argP,AZ09,G4,1,gene,-52,argP,argP,1,
argP,AZ09,G4,1,Operon,-51,argP,argP,1,
fldB,AZ09,G3,1,gene,-52,fldB,fldB,1,
fldB,AZ09,G3,1,Operon,-51,fldB,fldB,1,
hrpA,AZ09,G2,1,gene,-159,hrpA,hrpA,1,
hrpA,AZ09,G2,1,Operon,-158,hrpA,hrpA,1,
lpxP,AZ09,G1,1,gene,-28,lpxP,lpxP,1,
lpxP,AZ09,G1,1,Operon,-27,lpxP,lpxP,1,
ygiU,AZ09,G9,-1,gene,-75,mqsR,mqsR,1,
ygiU,AZ09,G9,-1,Operon,-75,mqsRA,"mqsR,mqsA",1,
hisS,AZ10,B10,-1,gene,-86,hisS,hisS,1,
hisS,AZ10,B10,-1,Operon,-86,hisS,hisS,1,
alaS,AZ10,B11,-1,gene,-98,alaS,alaS,1,
alaS,AZ10,B11,-1,Operon,-98,alaS,alaS,1,
selA,AZ10,B12,-1,gene,-82,selA,selA,1,
selA,AZ10,B12,-1,Operon,-82,selAB,"selA,selB",1,
thrU,AZ09,G8,1,gene,-86,thrU,thrU,1,
thrU,AZ09,G8,1,Operon,-85,thrU-tyrU-glyT-thrT-tufB,"thrU,tyrU,glyT,thrT,tufB",1,
thrU,AZ09,G8,1,gene,-2,tyrU,tyrU,2,TRUE
yecF,AZ20,G10,1,gene,-78,yecF,yecF,1,
yecF,AZ20,G10,1,Operon,-77,yecF,yecF,1,
umuD,AZ20,G11,1,Operon,-234,C0299,C0299,1,TRUE
umuD,AZ20,G11,1,gene,-97,umuD,umuD,1,
umuD,AZ20,G11,1,Operon,-96,umuDC,"umuD,umuC",2,
trpL,AZ20,G12,-1,gene,-96,trpL,trpL,1,
trpL,AZ20,G12,-1,Operon,-96,trpLEDCBA,"trpL,trpE,trpD,trpC,trpB,trpA",1,
yebB,AZ20,A9,1,gene,56,yebB,yebB,1,
yebB,AZ20,A9,1,Operon,57,yebB,yebB,1,
ghrA,AZ08,A7,1,gene,-59,ghrA,ghrA,1,
ghrA,AZ08,A7,1,Operon,-58,ghrA,ghrA,1,
yhcG,AZ03,C11,1,gene,-100,yhcG,yhcG,1,
yhcG,AZ03,C11,1,Operon,-99,yhcG,yhcG,1,
sohA,AZ03,C12,1,gene,-81,prlF,prlF,1,
sohA,AZ03,C12,1,Operon,-80,prlF-yhaV,"prlF,yhaV",1,
ruvA,AZ20,D7,-1,gene,-81,ruvA,ruvA,1,
ruvA,AZ20,D7,-1,Operon,-81,ruvAB,"ruvA,ruvB",1,
ndk,AZ20,D6,-1,gene,-83,ndk,ndk,1,
ndk,AZ20,D6,-1,Operon,-83,ndk,ndk,1,
ompC,AZ20,D5,-1,gene,-72,ompC,ompC,1,
ompC,AZ20,D5,-1,Operon,-72,ompC,ompC,1,
tar,AZ20,D4,-1,gene,-82,tar,tar,1,
tar,AZ20,D4,-1,Operon,-82,tar-tap-cheRBYZ,"tar,tap,cheR,cheB,cheY,cheZ",1,
rhaD,AZ20,D3,-1,gene,-81,rhaD,rhaD,1,
ycfJ,AZ14,E11,1,gene,-92,ycfJ,ycfJ,1,
ycfJ,AZ14,E11,1,Operon,-91,ycfJ,ycfJ,1,
oxyR,AZ20,D1,1,gene,-40,oxyR,oxyR,1,
oxyR,AZ20,D1,1,Operon,-39,oxyR,oxyR,1,
ydgL,AZ12,G10,1,gene,-96,rsxA,rsxA,1,
dsdX,AZ20,D9,1,gene,-96,dsdX,dsdX,1,
dsdX,AZ20,D9,1,Operon,-95,dsdXA,"dsdX,dsdA",1,
rpoD,AZ20,D8,1,gene,-100,rpoD,rpoD,1,
rhsE,AZ08,A4,1,Operon,-65,rhsE-ydcD,"rhsE,ydcD",1,
rhsE,AZ08,A4,1,gene,-54,rhsE,rhsE,1,
folC,AZ07,A11,-1,gene,-99,folC,folC,1,
folC,AZ07,A11,-1,Operon,-99,folC-dedD,"folC,dedD",1,
menF,AZ07,A10,-1,gene,-321,menF,menF,1,
menF,AZ07,A10,-1,Operon,-321,menFDHBCE,"menF,menD,menH,menB,menC,menE",1,
fliF,AZ20,A6,1,gene,-69,fliF,fliF,1,
fliF,AZ20,A6,1,Operon,-68,fliFGHIJK,"fliF,fliG,fliH,fliI,fliJ,fliK",1,
phoR,AZ20,A7,1,gene,-39,phoR,phoR,1,
yhbU,AZ08,A2,1,gene,-43,yhbU,yhbU,1,
yhbU,AZ08,A2,1,Operon,-42,yhbUV,"yhbU,yhbV",1,
folA,AZ07,E11,1,gene,-94,folA,folA,1,
folA,AZ07,E11,1,Operon,-93,folA,folA,1,
fpr,AZ04,C8,-1,gene,-78,fpr,fpr,1,
fpr,AZ04,C8,-1,Operon,-78,fpr,fpr,1,
yhiD,AZ04,C9,-1,gene,-71,yhiD,yhiD,1,
ugd,AZ04,C1,-1,gene,-75,ugd,ugd,1,
ugd,AZ04,C1,-1,Operon,-75,ugd,ugd,1,
rfbA,AZ04,C2,-1,gene,-72,rfbA,rfbA,1,
serA,AZ04,C3,-1,gene,-86,serA,serA,1,
serA,AZ04,C3,-1,Operon,-86,serA,serA,1,
rfbB,AZ04,C4,-1,gene,-292,rfbB,rfbB,1,
rfbB,AZ04,C4,-1,Operon,-292,rfbBDACX,"rfbB,rfbD,rfbA,rfbC,rfbX",1,
gcvT,AZ04,C5,-1,gene,-76,gcvT,gcvT,1,
gcvT,AZ04,C5,-1,Operon,-76,gcvTHP,"gcvT,gcvH,gcvP",1,
kbl,AZ04,C6,-1,gene,-100,kbl,kbl,1,
kbl,AZ04,C6,-1,Operon,-100,kbl-tdh,"kbl,tdh",1,
glmU,AZ04,C7,-1,gene,-100,glmU,glmU,1,
glmU,AZ04,C7,-1,Operon,-100,glmUS,"glmU,glmS",1,
yjhU,AZ03,H8,-1,gene,-263,yjhU,yjhU,1,
yjhU,AZ03,H8,-1,Operon,-263,yjhU,yjhU,1,
mltD,AZ03,H9,-1,gene,-97,mltD,mltD,1,
mltD,AZ03,H9,-1,Operon,-97,mltD,mltD,1,
ytfF,AZ03,H4,-1,gene,-85,ytfF,ytfF,1,
ytfF,AZ03,H4,-1,Operon,-85,ytfF,ytfF,1,
ytfL,AZ03,H5,-1,gene,-93,ytfL,ytfL,1,
ytfL,AZ03,H5,-1,Operon,-93,ytfL,ytfL,1,
yjgH,AZ03,H6,-1,gene,-80,yjgH,yjgH,1,
yjgH,AZ03,H6,-1,Operon,-80,yjgH,yjgH,1,
yjgR,AZ03,H7,-1,gene,-89,yjgR,yjgR,1,
yjgR,AZ03,H7,-1,Operon,-89,yjgR,yjgR,1,
lacZ,AZ03,H1,-1,gene,-91,lacZ,lacZ,1,
lacZ,AZ03,H1,-1,Operon,-91,lacZYA,"lacZ,lacY,lacA",1,
yjfQ,AZ03,H2,-1,gene,-91,ulaR,ulaR,1,
yjfQ,AZ03,H2,-1,Operon,-91,ulaR,ulaR,1,
ytfE,AZ03,H3,-1,gene,-97,ytfE,ytfE,1,
ytfE,AZ03,H3,-1,Operon,-97,ytfE,ytfE,1,
parC,AZ09,G12,-1,gene,-93,parC,parC,1,
parC,AZ09,G12,-1,Operon,-93,parC,parC,1,
ligA,AZ09,G11,-1,gene,-82,ligA,ligA,1,
ligA,AZ09,G11,-1,Operon,-82,ligA-ypeB,"ligA,ypeB",1,
pyrC,AZ09,G10,-1,gene,-68,pyrC,pyrC,1,
pyrC,AZ09,G10,-1,Operon,-68,pyrC,pyrC,1,
lacY,AZ15,H10,-1,gene,-83,lacY,lacY,1,
sulA,AZ13,B12,-1,gene,-94,sulA,sulA,1,
sulA,AZ13,B12,-1,Operon,-94,sulA,sulA,1,
rob,AZ13,B11,-1,gene,-93,rob,rob,1,
rob,AZ13,B11,-1,Operon,-93,rob,rob,1,
yneK,AZ13,B10,1,gene,-25,yneK,yneK,1,
yneK,AZ13,B10,1,Operon,-24,yneK,yneK,1,
ybgE,AZ12,H10,1,gene,-194,cydX,cydX,1,TRUE
ybgE,AZ12,H10,1,Operon,-193,cydX-ybgE,"cydX,ybgE",1,TRUE
ybgE,AZ12,H10,1,gene,-81,ybgE,ybgE,2,TRUE
ybgC,AZ12,H11,1,gene,-77,ybgC,ybgC,1,
ybgC,AZ12,H11,1,Operon,-76,ybgC-tolQRA,"ybgC,tolQ,tolR,tolA",1,
hyaA,AZ08,A6,1,gene,-90,hyaA,hyaA,1,
hyaA,AZ08,A6,1,Operon,-89,hyaABCDEF,"hyaA,hyaB,hyaC,hyaD,hyaE,hyaF",1,
yddA,AZ14,C9,-1,gene,-72,yddA,yddA,1,
yddA,AZ14,C9,-1,Operon,-72,yddAB,"yddA,yddB",1,
cydD,AZ14,C8,-1,gene,-93,cydD,cydD,1,
cydD,AZ14,C8,-1,Operon,-93,cydDC,"cydD,cydC",1,
ygaV,AZ19,E2,1,gene,-60,ygaV,ygaV,1,
ygaV,AZ19,E2,1,Operon,-59,ygaVP,"ygaV,ygaP",1,
yqcE,AZ19,E3,1,gene,-40,yqcE,yqcE,1,
yqcE,AZ19,E3,1,Operon,-39,yqcE-ygcE,"yqcE,ygcE",1,
csdA,AZ19,E4,1,gene,-98,csdA,csdA,1,
csdA,AZ19,E4,1,Operon,-97,csdAE,"csdA,csdE",1,
ygeF,AZ19,E5,1,gene,-42,ygeF,ygeF,1,
ygeF,AZ19,E5,1,Operon,-41,ygeF,ygeF,1,
yjiM,AZ19,E6,-1,gene,-68,yjiM,yjiM,1,
yjiM,AZ19,E6,-1,Operon,-68,yjiML,"yjiM,yjiL",1,
yjiA,AZ19,E7,-1,gene,-197,yjiA,yjiA,1,
slt,AZ14,C1,1,gene,-37,slt,slt,1,
slt,AZ14,C1,1,Operon,-36,slt,slt,1,
yjiJ,AZ19,E9,-1,gene,-97,yjiJ,yjiJ,1,
