Plate,Well,Gene_Name,Strand,Amplicons,Amplicon_length,Mapping,Primer1_e,Primer1_query_start,Primer1_query_end,Primer1_target_start,Primer1_target_end,Primer2_e,Primer2_query_start,Primer2_query_end,Primer2_target_start,Primer2_target_end
AZ11,A10,yqeH,1,1,555,2986997..2987552,0.00358909,10,27,2986997,2987014,0.000908316,48,66,2987534,2987552
AZ13,E1,ycjG,1,1,236,1388732..1388968,0.00352928,10,27,1388732,1388749,0.00352928,48,65,1388951,1388968
AZ04,H2,ybhD,-1,1,229,800598..800369,0.000893177,1,19,800598,800616,0.00352928,47,64,800386,800369
AZ13,E8,nfnB,-1,1,252,605596..605344,0.000893177,1,19,605596,605614,0.000893177,47,65,605362,605344
AZ13,E9,sodC,-1,1,193,1724754..1724561,0.00346946,1,18,1724754,1724771,0.0137091,47,63,1724577,1724561
AZ18,B10,yhgN,1,1,332,3574796..3575128,0.000893177,5,27,3574796,3574818,0.00352928,48,65,3575111,3575128
AZ18,B11,nadC,-1,1,233,118804..118571,0.000908316,1,19,118804,118822,0.000908316,47,65,118589,118571
AZ18,B12,panD,-1,1,368,146978..146610,0.00352928,1,18,146978,146995,0.00352928,47,64,146627,146610
AZ20,A10,fliE,-1,1,354,2013280..2012926,0.00352928,1,18,2013280,2013297,0.000893177,47,65,2012944,2012926
AZ20,A11,gyrB,-1,1,179,3880222..3880043,0.00352928,1,18,3880222,3880239,0.00352928,47,64,3880060,3880043
AZ13,B9,mug,-1,1,260,3215645..3215385,0.00352928,1,18,3215645,3215662,0.00352928,47,64,3215402,3215385
AZ09,E11,fkpA,-1,1,348,3477681..3477333,5.7206e-05,1,21,3477681,3477701,0.00352928,47,64,3477350,3477333
AZ09,E10,smf_2,-1,1,825,3433495..3432670,0.00358909,1,18,3433495,3433478,0.00358909,48,65,3432687,3432670
AZ09,E12,rfaQ,-1,1,601,3808615..3808014,0.00364891,1,18,3808615,3808632,0.000233705,47,66,3808033,3808014
AZ13,B8,yggH,-1,1,252,3103029..3102777,0.00352928,1,18,3103029,3103046,0.00352928,47,64,3102794,3102777
AZ09,E6,rluD,-1,1,238,2736174..2735936,0.00352928,1,18,2736174,2736191,0.00352928,47,64,2735953,2735936
AZ04,E8,degQ,1,1,318,3380497..3380815,0.000893177,9,27,3380497,3380515,0.00352928,48,65,3380798,3380815
AZ04,E9,pinE,1,1,201,1209573..1209774,0.000893177,9,27,1209573,1209591,0.00352928,48,65,1209757,1209774
AZ04,E6,rnt,1,1,229,1728167..1728396,0.00352928,10,27,1728167,1728184,0.00352928,48,65,1728379,1728396
AZ04,E7,amyA,1,1,221,2006002..2006223,0.00352928,10,27,2006002,2006019,0.00352928,48,65,2006206,2006223
AZ04,E4,yhgF,1,1,367,3537217..3537584,0.00352928,10,27,3537217,3537234,5.7206e-05,48,68,3537564,3537584
AZ04,E5,rssB,1,1,287,1290050..1290337,0.0137091,10,26,1290050,1290066,0.00346946,47,64,1290320,1290337
AZ04,E2,hslV,-1,1,229,4122437..4122208,0.00352928,1,18,4122437,4122454,0.00352928,47,64,4122225,4122208
AZ04,E3,mcrB,-1,1,262,4579539..4579277,0.00352928,1,18,4579539,4579556,0.00352928,47,64,4579294,4579277
AZ04,E1,ftsH,-1,1,199,3327063..3326864,0.000893177,1,19,3327063,3327081,0.000893177,47,65,3326882,3326864
AZ03,F2,fdnG,1,1,385,1547089..1547474,0.00352928,10,27,1547089,1547106,0.00352928,48,65,1547457,1547474
AZ07,H9,yhdH,1,1,272,3403250..3403522,0.000226042,8,27,3403250,3403269,0.00352928,48,65,3403505,3403522
AZ14,A11,ybhE,1,1,326,798356..798682,0.00352928,10,27,798356,798373,0.00352928,48,65,798665,798682
AZ14,A10,ubiF,1,1,343,694856..695199,0.00352928,10,27,694856,694873,0.00352928,48,65,695182,695199
AZ03,F6,narQ,1,1,372,2585450..2585822,0.000893177,9,27,2585450,2585468,0.00352928,48,65,2585805,2585822
AZ03,F7,ttdA,1,1,362,3206183..3206545,0.000893177,9,27,3206183,3206201,0.00352928,48,65,3206528,3206545
AZ03,F4,ylcE,1,1,470,582483..582953,0.000908316,10,28,582483,582501,0.00358909,49,66,582936,582953
AZ03,F5,ackA,1,1,486,2413053..2413539,5.81756e-05,8,28,2413053,2413073,0.000908316,49,67,2413521,2413539
AZ07,H1,lacZ,-1,1,231,366445..366214,0.00352928,1,18,366445,366462,0.00352928,47,64,366231,366214
AZ07,H2,folE,-1,1,341,2243921..2243580,0.00352928,1,18,2243921,2243938,0.00352928,47,64,2243597,2243580
AZ07,H3,bisC,-1,1,419,3716615..3716196,0.00352928,1,18,3716615,3716632,0.00352928,47,64,3716213,3716196
AZ07,H4,mobA,-1,1,173,4042100..4041927,0.000226042,1,20,4042100,4042119,0.00352928,47,64,4041944,4041927
AZ07,H5,yoaH,-1,1,207,1894849..1894642,0.00352928,1,18,1894849,1894866,0.000893177,47,65,1894660,1894642
AZ07,H6,aaeR,1,1,314,3389306..3389620,0.000908316,10,28,3389306,3389324,0.000908316,49,67,3389602,3389620
AZ07,H7,kbaZ,1,1,443,3278571..3279014,0.00352928,10,27,3278571,3278588,0.00352928,48,65,3278997,3279014
AZ08,H11,pmbA,1,1,251,4457595..4457846,0.000893177,9,27,4457595,4457613,0.00352928,48,65,4457829,4457846
AZ08,H10,ytfM,1,1,373,4442106..4442479,0.000893177,9,27,4442106,4442124,0.000893177,48,66,4442461,4442479
AZ08,H12,infA,-1,1,425,926768..926343,0.00352928,1,18,926768,926785,0.00352928,47,64,926360,926343
AZ15,H11,araJ,-1,1,290,412671..412381,0.00352928,1,18,412671,412688,0.00352928,47,64,412398,412381
AZ02,C8,lacZ,-1,1,231,366445..366214,0.00352928,1,18,366445,366462,0.00352928,47,64,366231,366214
AZ02,C9,cyoA,-1,1,566,452079..451513,0.00352928,1,18,452079,452096,0.00352928,47,64,451530,451513
AZ02,C2,ydhZ,-1,1,675,1755721..1755046,0.00346946,1,18,1755721,1755738,0.0137091,47,63,1755062,1755046
AZ02,C3,serA,-1,1,363,3058687..3058324,0.00346946,1,18,3058687,3058704,0.0137091,47,63,3058340,3058324
AZ02,C1,aroP,-1,1,646,122099..121453,0.00352928,1,18,122099,122116,0.00352928,47,64,121470,121453
AZ02,C6,pgi,1,1,685,4233157..4233842,0.00352928,10,27,4233157,4233174,0.00352928,48,65,4233825,4233842
AZ02,C7,caiC,-1,1,146,37914..37768,0.00352928,1,18,37914,37931,0.00352928,47,64,37785,37768
AZ02,C4,b0360,1,1,184,381190..381374,0.00352928,10,27,381190,381207,0.000893177,48,66,381356,381374
AZ02,C5,gltA,-1,1,853,755251..754398,0.00352928,1,18,755251,755268,0.000893177,47,65,754416,754398
AZ08,B7,argW,1,1,186,2466165..2466351,0.00352928,10,27,2466165,2466182,0.00352928,48,65,2466334,2466351
AZ08,B6,proL,1,1,263,2285857..2286120,0.000893177,9,27,2285857,2285875,0.00352928,48,65,2286103,2286120
AZ08,B5,yaeQ,1,1,518,213860..214378,0.000923454,11,29,213860,213878,0.00364891,50,67,214361,214378
AZ08,B4,metZ,1,3,346,2947104..2947450,0.00352928,10,27,2947104,2947121,0.00352928,48,65,2947433,2947450
AZ08,B4,metZ,1,3,456,2947104..2947560,0.00352928,10,27,2947104,2947121,0.00352928,48,65,2947543,2947560
AZ08,B4,metZ,1,3,566,2947104..2947670,0.00352928,10,27,2947104,2947121,0.00352928,48,65,2947653,2947670
AZ08,B3,trxC,1,1,373,2718433..2718806,0.000893177,9,27,2718433,2718451,0.00352928,48,65,2718789,2718806
AZ08,B2,srmB,1,1,151,2712796..2712947,0.00352928,10,27,2712796,2712813,0.000893177,48,66,2712929,2712947
AZ08,B1,yfeC,1,2,394,2518154..2518548,0.00352928,10,27,2518154,2518171,0.00352928,48,65,2518531,2518548
AZ08,B1,yfeC,1,2,509,2518039..2518548,0.00352928,10,27,2518039,2518056,0.00352928,48,65,2518531,2518548
AZ08,B9,rhoL,1,1,312,3966007..3966319,0.00352928,10,27,3966007,3966024,0.00352928,48,65,3966302,3966319
AZ20,D2,araE,-1,1,479,2982572..2982093,0.000893177,1,19,2982572,2982590,0.00352928,47,64,2982110,2982093
AZ12,G11,sodB,1,1,322,1735150..1735472,0.000233705,10,29,1735150,1735169,0.00364891,50,67,1735455,1735472
AZ01,B8,lysR,1,1,266,2978827..2979093,0.00346946,10,27,2978827,2978844,0.0137091,48,64,2979077,2979093
AZ01,B9,metC,1,1,276,3151859..3152135,0.000233705,10,29,3151859,3151878,0.00364891,50,67,3152118,3152135
AZ01,B1,hisL,1,1,418,2089654..2090072,0.000229873,9,28,2089654,2089673,0.00358909,49,66,2090055,2090072
AZ01,B2,cysK,1,1,344,2532142..2532486,0.00352928,10,27,2532142,2532159,0.00352928,48,65,2532469,2532486
AZ01,B3,pheL,1,1,232,2737422..2737654,0.00352928,10,27,2737422,2737439,0.000226042,48,67,2737635,2737654
AZ01,B4,dapF,1,1,529,3994261..3994790,0.000893177,9,27,3994261,3994279,0.00352928,48,65,3994773,3994790
AZ01,B5,tyrB,1,1,374,4266768..4267142,0.00352928,10,27,4266768,4266785,0.00352928,48,65,4267125,4267142
AZ01,B6,cueO,1,1,213,136951..137164,0.00346946,10,27,136951,136968,0.00346946,48,65,137147,137164
AZ01,B7,argA,1,1,317,2949002..2949319,0.00352928,10,27,2949002,2949019,0.00352928,48,65,2949302,2949319
AZ19,C6,rrfD,-1,2,217,3423935..3423718,0.00352928,1,18,3423935,3423952,0.000893177,47,65,3423736,3423718
AZ19,C6,rrfD,-1,2,462,3423935..3423473,0.00352928,1,18,3423935,3423952,0.000893177,47,65,3423491,3423473
AZ19,C7,rrlD,-1,1,261,3426963..3426702,0.00352928,1,18,3426963,3426980,0.00352928,47,64,3426719,3426702
AZ19,C4,rpsP,-1,1,340,2746453..2746113,0.00352928,1,18,2746453,2746470,0.00352928,47,64,2746130,2746113
AZ19,C5,rpsO,-1,1,299,3311912..3311613,0.00352928,1,18,3311912,3311929,0.00352928,47,64,3311630,3311613
AZ19,C2,rrnG,-1,1,592,2731651..2731059,0.00352928,1,18,2731651,2731668,0.00352928,47,64,2731076,2731059
AZ19,C3,serA,-1,1,363,3058687..3058324,0.00346946,1,18,3058687,3058704,0.0137091,47,63,3058340,3058324
AZ14,A9,ybeU,1,1,235,679327..679562,0.000893177,9,27,679327,679345,0.00352928,48,65,679545,679562
AZ14,A8,ybeR,1,1,322,676478..676800,0.00352928,10,27,676478,676495,0.00352928,48,65,676783,676800
AZ14,A7,ybdR,1,1,380,641786..642166,1.44775e-05,6,27,641786,641807,0.000893177,48,66,642148,642166
AZ14,A6,cusC,1,1,305,595348..595653,0.00352928,10,27,595348,595365,0.00352928,48,65,595636,595653
AZ14,A5,b0540,1,1,614,566275..566889,0.00352928,10,27,566275,566292,0.00352928,48,65,566872,566889
AZ14,A4,yagE,1,1,414,281909..282323,0.00352928,10,27,281909,281926,0.00352928,48,65,282306,282323
AZ14,A3,b0255,1,1,223,270109..270332,0.00352928,10,27,270109,270126,0.00352928,48,65,270315,270332
AZ14,A2,nfrB,-1,1,294,593380..593086,0.000878039,1,19,593380,593398,0.0137091,47,63,593102,593086
AZ14,A1,syd,-1,1,224,2925421..2925197,0.00352928,1,18,2925421,2925438,0.00352928,47,64,2925214,2925197
AZ19,C9,rplN,-1,1,292,3448359..3448067,0.000893177,1,19,3448359,3448377,0.000893177,47,65,3448085,3448067
AZ01,A11,aroH,1,1,282,1788185..1788467,0.000233705,10,29,1788185,1788204,0.00364891,50,67,1788450,1788467
AZ01,A10,cysB,1,1,381,1333571..1333952,0.000908316,10,28,1333571,1333589,0.00358909,49,66,1333935,1333952
AZ02,H12,ykfG,-1,1,119,264770..264651,0.00346946,1,18,264770,264787,0.00346946,47,64,264668,264651
AZ02,H11,fumB,-1,1,239,4347466..4347227,0.00358909,1,18,4347466,4347483,5.81756e-05,47,67,4347247,4347227
AZ02,H10,acnB,1,1,513,131186..131699,0.000893177,9,27,131186,131204,0.000893177,48,66,131681,131699
AZ06,D3,yfhG,-1,1,277,2689708..2689431,0.00352928,1,18,2689708,2689725,0.00352928,47,64,2689448,2689431
AZ06,D2,pepB,-1,1,211,2656582..2656371,0.00352928,1,18,2656582,2656599,0.00352928,47,64,2656388,2656371
AZ06,D1,sseB,-1,1,258,2655106..2654848,0.00358909,1,18,2655106,2655123,0.000908316,47,65,2654866,2654848
AZ06,D7,recX,-1,1,226,2822765..2822539,0.00352928,1,18,2822765,2822782,0.00352928,47,64,2822556,2822539
AZ06,D6,luxS,-1,1,244,2814891..2814647,0.00352928,1,18,2814891,2814908,0.00352928,47,64,2814664,2814647
AZ06,D5,b2639,1,0,0,0..2772894,,0,0,0,0,0.000847761,45,63,2772876,2772894
AZ06,D4,yfhK,-1,1,642,2691704..2691062,0.00352928,1,18,2691704,2691721,0.000893177,47,65,2691080,2691062
AZ06,D9,ygcU,-1,1,237,2899355..2899118,0.00352928,1,18,2899355,2899372,0.00352928,47,64,2899135,2899118
AZ06,D8,rhsA,1,1,348,3761664..3762012,0.000908316,10,28,3761664,3761682,0.00358909,49,66,3761995,3762012
AZ17,A10,treB,-1,1,230,4466323..4466093,0.000893177,1,19,4466323,4466341,0.00352928,47,64,4466110,4466093
AZ17,A11,ydiU,-1,1,188,1791362..1791174,0.00352928,1,18,1791362,1791379,0.00352928,47,64,1791191,1791174
AZ09,B4,nlpA,-1,1,718,3840624..3839906,0.00352928,1,18,3840624,3840641,0.00352928,47,64,3839923,3839906
AZ05,F8,yqgD,-1,1,170,3086732..3086562,0.00364891,1,18,3086732,3086749,0.000233705,47,66,3086581,3086562
AZ13,G10,yahC,-1,1,410,335344..334934,0.00352928,1,18,335344,335361,0.00352928,47,64,334951,334934
AZ05,F9,phoP,-1,1,328,1190675..1190347,0.00352928,1,18,1190675,1190692,0.00352928,47,64,1190364,1190347
AZ09,B7,ygjV,-1,1,199,3241857..3241658,0.00352928,1,18,3241857,3241874,0.00352928,47,64,3241675,3241658
AZ18,H8,cirA,-1,1,403,2247073..2246670,0.00352928,1,18,2247073,2247090,0.00352928,47,64,2246687,2246670
AZ18,H9,murA,-1,1,152,3336552..3336400,0.00352928,1,18,3336552,3336569,0.000893177,47,65,3336418,3336400
AZ18,H1,lacZ,-1,1,231,366445..366214,0.00352928,1,18,366445,366462,0.00352928,47,64,366231,366214
AZ18,H2,ompT,-1,1,648,585999..585351,0.00352928,1,18,585999,586016,1.44775e-05,47,68,585372,585351
AZ18,H3,ompA,-1,1,475,1020453..1019978,0.000893177,1,19,1020453,1020471,0.00352928,47,64,1019995,1019978
AZ18,H4,hipB,-1,1,384,1592740..1592356,0.000893177,1,19,1592740,1592758,0.000893177,47,65,1592374,1592356
AZ18,H5,uidC,-1,1,228,1692973..1692745,0.00352928,1,18,1692973,1692990,0.00352928,47,64,1692762,1692745
AZ18,H6,cld,-1,1,200,2098458..2098258,0.00352928,1,18,2098458,2098475,0.000893177,47,65,2098276,2098258
AZ18,H7,pbpG,-1,1,305,2225083..2224778,0.00346946,1,18,2225083,2225100,0.00346946,47,64,2224795,2224778
AZ08,B12,aspU,1,1,205,228805..229010,0.000226042,8,27,228805,228824,0.00352928,48,65,228993,229010
AZ08,B11,rlmB,1,1,304,4408999..4409303,0.00352928,10,27,4408999,4409016,0.00352928,48,65,4409286,4409303
AZ08,B10,rho,1,1,253,3966252..3966505,0.00352928,10,27,3966252,3966269,0.00352928,48,65,3966488,3966505
AZ05,F2,ysgA,-1,1,447,4016486..4016039,0.00358909,1,18,4016486,4016503,0.000908316,47,65,4016057,4016039
AZ17,H5,yeiC,-1,1,584,2259783..2259199,0.00352928,1,18,2259783,2259800,0.00352928,47,64,2259216,2259199
AZ05,F5,cpdB,-1,1,321,4436808..4436487,0.00352928,1,18,4436808,4436825,0.00352928,47,64,4436504,4436487
AZ13,B3,ydjA,-1,1,283,1848883..1848600,0.00352928,1,18,1848883,1848900,0.00352928,47,64,1848617,1848600
AZ13,B2,astC,-1,1,583,1832474..1831891,0.00352928,1,18,1832474,1832491,0.00352928,47,64,1831908,1831891
AZ13,B1,ybiA,-1,1,251,833123..832872,0.00358909,1,18,833123,833140,0.000908316,47,65,832890,832872
AZ09,H1,lacZ,-1,1,231,366445..366214,0.00352928,1,18,366445,366462,0.00352928,47,64,366231,366214
AZ13,B7,nudH,-1,1,772,2969678..2968906,0.00352928,1,18,2969678,2969695,0.00352928,47,64,2968923,2968906
AZ09,H7,tolA,1,1,249,776179..776428,0.000893177,9,27,776179,776197,0.000893177,48,66,776410,776428
AZ13,B5,yfiE,-1,1,182,2715478..2715296,0.00352928,1,18,2715478,2715495,0.00352928,47,64,2715313,2715296
AZ13,B4,yebG,-1,1,262,1930933..1930671,0.000893177,1,19,1930933,1930951,0.00352928,47,64,1930688,1930671
AZ09,H8,yhjY,-1,1,315,3713156..3712841,0.000893177,1,19,3713156,3713174,0.00352928,47,64,3712858,3712841
AZ09,H9,priA,-1,1,346,4127079..4126733,0.000226042,1,20,4127079,4127098,0.00352928,47,64,4126750,4126733
AZ06,C11,der,-1,1,203,2637512..2637309,0.00364891,1,18,2637512,2637529,5.91452e-05,47,67,2637329,2637309
AZ06,C12,yfgA,-1,1,385,2643153..2642768,0.00352928,1,18,2643153,2643170,0.000226042,47,66,2642787,2642768
AZ07,H12,yhbO,1,1,150,3298817..3298967,0.00352928,10,27,3298817,3298834,5.7206e-05,48,68,3298947,3298967
AZ07,H10,yhcB,1,1,310,3379921..3380231,0.00352928,10,27,3379921,3379938,0.00352928,48,65,3380214,3380231
AZ07,H11,yraM,1,1,200,3293235..3293435,0.00352928,10,27,3293235,3293252,0.000893177,48,66,3293417,3293435
AZ10,E12,yejK,-1,1,311,2284170..2283859,0.00352928,1,18,2284170,2284187,0.000226042,47,66,2283878,2283859
AZ10,E11,mrp,-1,1,231,2194358..2194127,0.00352928,1,18,2194358,2194375,0.000893177,47,65,2194145,2194127
AZ10,E10,yecM,-1,1,336,1960090..1959754,0.00346946,1,18,1960090,1960107,0.0137091,47,63,1959770,1959754
AZ12,H8,ybgA,1,1,310,738782..739092,0.000908316,10,28,738782,738800,0.000229873,49,68,739073,739092
AZ12,H9,b0725,1,1,190,758331..758521,0.000878039,9,27,758331,758349,0.0137091,48,64,758505,758521
AZ12,H6,aidB,1,1,200,4414099..4414299,0.0139455,10,26,4414099,4414115,0.000893177,47,65,4414281,4414299
AZ15,D12,ybjQ,1,1,257,904368..904625,0.00352928,10,27,904368,904385,0.00352928,48,65,904608,904625
AZ15,D11,yciA,-1,1,246,1312415..1312169,0.00352928,1,18,1312415,1312432,0.00352928,47,64,1312186,1312169
AZ15,D10,b1240,-1,1,373,1295479..1295106,0.00352928,1,18,1295479,1295496,0.000893177,47,65,1295124,1295106
AZ19,G10,yidX,1,1,512,3875082..3875594,0.000893177,9,27,3875082,3875100,0.00352928,48,65,3875577,3875594
AZ19,G11,yieH,1,1,282,3896511..3896793,0.00352928,10,27,3896511,3896528,0.00352928,48,65,3896776,3896793
AZ19,G12,fabR,1,1,508,4160623..4161131,5.7206e-05,7,27,4160623,4160643,0.00352928,48,65,4161114,4161131
AZ12,H1,lacZ,-1,1,231,366445..366214,0.00352928,1,18,366445,366462,0.00352928,47,64,366231,366214
AZ20,H12,ssb,1,1,403,4273788..4274191,0.000893177,9,27,4273788,4273806,0.00352928,48,65,4274174,4274191
AZ20,H11,yeaH,1,1,274,1868746..1869020,0.00352928,10,27,1868746,1868763,0.00352928,48,65,1869003,1869020
AZ20,H10,clpP,1,1,361,456360..456721,0.00352928,10,27,456360,456377,0.000893177,48,66,456703,456721
AZ12,E12,sbmC,-1,1,280,2081463..2081183,0.00358909,1,18,2081463,2081480,0.000908316,47,65,2081201,2081183
AZ15,C3,serA,-1,1,363,3058687..3058324,0.00346946,1,18,3058687,3058704,0.0137091,47,63,3058340,3058324
AZ15,C1,yiiP,1,1,262,4106239..4106501,0.000893177,9,27,4106239,4106257,0.000226042,48,67,4106482,4106501
AZ07,F10,wrbA,-1,1,346,1067955..1067609,0.00352928,1,18,1067955,1067972,0.00352928,47,64,1067626,1067609
AZ07,F11,sfmA,1,1,609,557664..558273,0.00352928,10,27,557664,557681,0.00352928,48,65,558256,558273
AZ07,F12,bioB,1,1,257,809176..809433,0.000893177,9,27,809176,809194,0.000893177,48,66,809415,809433
AZ07,C11,pspB,1,1,231,1368665..1368896,0.000226042,8,27,1368665,1368684,0.00352928,48,65,1368879,1368896
AZ04,B9,fdoG,-1,1,350,4086086..4085736,0.00352928,1,18,4086086,4086103,0.000893177,47,65,4085754,4085736
AZ04,B8,glpE,-1,1,284,3562029..3561745,0.000893177,1,19,3562029,3562047,0.000893177,47,65,3561763,3561745
AZ04,B3,adhE,-1,1,592,1298642..1298050,0.000226042,1,20,1298642,1298661,0.000893177,47,65,1298068,1298050
AZ04,B2,torR,-1,1,235,1058092..1057857,0.00352928,1,18,1058092,1058109,0.00352928,47,64,1057874,1057857
AZ04,B1,torS,-1,1,246,1056319..1056073,0.00352928,1,18,1056319,1056336,0.00352928,47,64,1056090,1056073
AZ04,B7,ygiP,-1,1,345,3206528..3206183,0.00352928,1,18,3206528,3206545,0.000893177,47,65,3206201,3206183
AZ04,B6,aegA,-1,1,355,2585805..2585450,0.00352928,1,18,2585805,2585822,0.000893177,47,65,2585468,2585450
AZ04,B5,yfbV,-1,1,468,2413521..2413053,0.000908316,1,19,2413521,2413539,5.81756e-05,47,67,2413073,2413053
AZ04,B4,b2192,-1,1,551,2290547..2289996,0.00352928,1,18,2290547,2290564,0.00352928,47,64,2290013,2289996
AZ15,C9,yliE,1,1,313,872731..873044,0.00358909,10,27,872731,872748,0.000908316,48,66,873026,873044
AZ10,A6,btuB,1,1,529,4163177..4163706,0.00352928,10,27,4163177,4163194,0.00352928,48,65,4163689,4163706
AZ04,H11,uspA,1,1,565,3639637..3640202,0.00352928,10,27,3639637,3639654,0.00352928,48,65,3640185,3640202
AZ04,H10,yhhF,1,1,301,3604171..3604472,0.00352928,10,27,3604171,3604188,0.00352928,48,65,3604455,3604472
AZ04,H12,ecfI,1,1,359,3867323..3867682,0.000226042,8,27,3867323,3867342,0.00352928,48,65,3867665,3867682
AZ08,C4,dxr,1,1,269,193332..193601,0.00352928,10,27,193332,193349,0.00352928,48,65,193584,193601
AZ08,C5,yafT,1,1,479,236908..237387,0.00352928,10,27,236908,236925,0.00352928,48,65,237370,237387
AZ08,C6,yafJ,1,1,368,244038..244406,0.000893177,9,27,244038,244056,0.000226042,48,67,244387,244406
AZ08,C7,b0257,1,1,243,271670..271913,0.000233705,10,29,271670,271689,0.00364891,50,67,271896,271913
AZ08,C1,valT,1,2,266,780531..780797,0.000908316,10,28,780531,780549,0.00358909,49,66,780780,780797
AZ08,C1,valT,1,2,569,780531..781100,0.000908316,10,28,780531,780549,0.00358909,49,66,781083,781100
AZ08,C2,ileV,1,1,193,4036983..4037176,0.000893177,9,27,4036983,4037001,0.00352928,48,65,4037159,4037176
AZ08,C3,serA,-1,1,363,3058687..3058324,0.00346946,1,18,3058687,3058704,0.0137091,47,63,3058340,3058324
AZ08,C8,yagG,1,1,356,285088..285444,0.00352928,10,27,285088,285105,0.00352928,48,65,285427,285444
AZ08,C9,ygeX,1,1,241,3007338..3007579,0.00352928,10,27,3007338,3007355,0.00352928,48,65,3007562,3007579
AZ01,A5,secM,1,1,328,107379..107707,0.000893177,9,27,107379,107397,0.000893177,48,66,107689,107707
AZ01,A4,ilvI,1,1,335,85232..85567,0.000908316,10,28,85232,85250,0.00358909,49,66,85550,85567
AZ01,A7,proB,1,0,0,0..260264,,0,0,0,0,0.00340964,46,63,260247,260264
AZ01,A6,yacL,1,1,246,134120..134366,0.000233705,10,29,134120,134139,0.000923454,50,68,134348,134366
AZ01,A1,rihC,1,1,222,27152..27374,0.000893177,9,27,27152,27170,0.00352928,48,65,27357,27374
AZ09,H11,yohJ,1,1,383,2230291..2230674,0.00352928,10,27,2230291,2230308,0.000893177,48,66,2230656,2230674
AZ09,H12,cysS,1,1,347,554342..554689,0.00352928,10,27,554342,554359,0.00352928,48,65,554672,554689
AZ01,A2,yabP,1,1,462,58104..58566,0.00352928,10,27,58104,58121,0.00352928,48,65,58549,58566
AZ01,A9,serC,1,1,328,957367..957695,0.00352928,10,27,957367,957384,0.00352928,48,65,957678,957695
AZ01,A8,aroL,1,1,357,406130..406487,0.00352928,10,27,406130,406147,0.000893177,48,66,406469,406487
AZ13,E3,aceB,1,1,382,4214918..4215300,0.00358909,10,27,4214918,4214935,5.81756e-05,48,68,4215280,4215300
AZ19,D3,yqaE,-1,1,294,2797253..2796959,0.00352928,1,18,2797253,2797270,0.00352928,47,64,2796976,2796959
AZ19,D2,b2641,-1,1,370,2773165..2772795,0.00352928,1,18,2773165,2773182,0.000226042,47,66,2772814,2772795
AZ19,D1,yfjG,-1,1,236,2754920..2754684,0.000893177,1,19,2754920,2754938,0.00352928,47,64,2754701,2754684
AZ19,D7,yqeK,-1,1,295,2990578..2990283,0.00364891,1,18,2990578,2990595,0.000233705,47,66,2990302,2990283
AZ19,D6,ygdI,-1,1,366,2943417..2943051,0.00352928,1,18,2943417,2943434,0.00352928,47,64,2943068,2943051
AZ19,D5,ygcF,-1,1,332,2905656..2905324,0.000893177,1,19,2905656,2905674,0.00352928,47,64,2905341,2905324
AZ19,D4,ygcW,-1,1,335,2900614..2900279,0.00358909,1,18,2900614,2900631,0.000908316,47,65,2900297,2900279
AZ19,D9,yphH,1,1,162,2682738..2682900,0.00358909,11,28,2682738,2682755,0.00358909,49,66,2682883,2682900
